nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Pant,Volymiml,PrisPerLiter,Saljstart,Utgått,Varugrupp,Typ,Stil,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,SortimentText,Ekologisk,Etiskt,EtisktEtikett,Koscher,RavarorBeskrivning
7544701,1024974,75447,Vergelegen,GVB White,295.00,,750.00,393.33,2015/12/01,0,Vitt vin,,,Flaska,,Western Cape,Sydafrika,Vergelegen,Vinunic AB,2012,,13.00%,BS,Övrigt sortiment,0,0,,0,
8513401,1024977,85134,Godet,Folles Blanches,998.00,,700.00,1425.71,2015/12/01,0,Cognac,,,Flaska,,Cognac,Frankrike,Godet Frères,Galatea AB,,,40.00%,BS,Övrigt sortiment,0,0,,0,
8631401,1024980,86314,Godet,Vielles Borderies,998.00,,700.00,1425.71,2015/12/01,0,Cognac,,,Flaska,,Cognac,Frankrike,Godet Frères,Galatea AB,,,40.00%,BS,Övrigt sortiment,0,0,,0,
7419402,1024984,74194,Château La Garde,,164.00,,375.00,437.33,2015/12/01,0,Rött vin,,,Flaska,,Bordeaux,Frankrike,Vins et Vignobles Dourthe,Carovin AB,2010,,13.50%,BS,Övrigt sortiment,0,0,,0,
7487401,1024995,74874,Almodi,,119.00,,750.00,158.67,2015/12/01,0,Rött vin,,,Flaska,,Terra Alta,Spanien,Altavins Viticultors,Handpicked Wines Sweden AB,2015,,14.50%,BS,Övrigt sortiment,0,0,,0,
4046901,1025010,40469,Mezcal Sinái,,399.00,,700.00,570.00,2016/02/05,0,Tequila och Mezcal,,,Flaska,,,Mexiko,Productores de Maguey y Mezcal,AliasSmith AB,,,40.00%,TSE,Små partier,0,0,,0,
4042701,1025013,40427,Vieille Prune,Joseph Cartron,435.00,,700.00,621.43,2016/02/05,0,Sprit av frukt,,,Flaska,,,Frankrike,Joseph Cartron,Fondberg,,,42.00%,TSE,Små partier,0,0,,0,
7791601,1025019,77916,Mathelin,Brut Reserve,378.00,,750.00,504.00,2015/12/01,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Champagne Mathelin,Ett Ord AB,,,12.00%,BS,Övrigt sortiment,0,0,,0,
4046602,1025022,40466,Kininvie Anniversary 25yo,Single Cask no 20,4950.00,,350.00,14142.86,2016/01/28,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,William Grant & Sons,Nigab,,,56.00%,TSE,Små partier,0,0,,0,
7314401,1025031,73144,Cosmino,,249.00,,750.00,332.00,2015/12/01,0,Rött vin,,,Flaska,,Marche,Italien,Il Pollenza S.R.L,Italienska Bolaget i Göteborg AB,2010,,14.50%,BS,Övrigt sortiment,0,0,,0,
4047301,1025044,40473,Poire Williams,des Monts de la Côte d''Or,545.00,,700.00,778.57,2016/01/22,0,Sprit av frukt,,,Flaska,,,Frankrike,Joseph Cartron,Fondberg,,,49.00%,TSE,Små partier,0,0,,0,
8303002,1025056,83030,Amontillado,Viejisimo Tradicion,1500.00,,375.00,4000.00,2015/12/01,0,Sherry,Torr,,Flaska,,Jerez,Spanien,Bodegas Tradicion,janake wine group AB,,,22.00%,BS,Övrigt sortiment,0,0,,0,
7626201,1025059,76262,Can Xa,Brut,99.00,,750.00,132.00,2015/12/01,0,Mousserande vin,Vitt Torrt,,Flaska,,Cava,Spanien,Finca Emendis,Handpicked Wines Sweden AB,,,11.50%,BS,Övrigt sortiment,0,0,,0,
7540101,1025142,75401,Znovín Znojmo,Cabernet Sauvignon Rosé,105.00,,750.00,140.00,2015/12/01,0,Rosévin,,,Flaska,,Morava,Tjeckien,Znovín Znojmo,Scandinavia Handel & Rekrytering KB,2014,,11.00%,BS,Övrigt sortiment,0,0,,0,
9055201,1025229,90552,Quinta Vale D. Maria Douro,Red,399.00,,750.00,532.00,2016/02/05,0,Rött vin,,,Flaska,Naturkork,Douro,Portugal,Lemos & Van Zeller,Divine AB,2013,,15.00%,TSE,Små partier,0,0,,0,
8621301,1025415,86213,Kavalan,Podium,829.00,,700.00,1184.29,2015/12/01,0,Whisky,Malt,,Flaska,,Taiwan,Övriga ursprung,Kavalan,Philipson Söderberg AB,,,46.00%,BS,Övrigt sortiment,0,0,,0,
7224301,1025441,72243,Château Bonnet,Divinus,199.00,,750.00,265.33,2015/12/01,0,Rött vin,,,Flaska,,Bordeaux,Frankrike,André Lurton,Bibendum,2010,,14.00%,BS,Övrigt sortiment,0,0,,0,
8969303,1025560,89693,Ocho Reales,Porter Gluten free,40.70,,330.00,123.33,2015/12/01,0,Öl,Porter och stout,Torr porter och stout,Flaska,,,Mexiko,Comidasy Bebidas Fermentadas,World Beer Trading KB,,,4.50%,BS,Övrigt sortiment,0,0,,0,
8742601,1025601,87426,Miltonduff,The Pearls of Scotland Cask Strength,1199.00,,700.00,1712.86,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,Gordon & Company Ltd,Granqvist Beverage House AB,1995,,56.30%,BS,Övrigt sortiment,0,0,,0,
8729601,1025635,87296,Cambus,The Pearls of Scotland Cask Strength,1599.00,,700.00,2284.29,2015/12/01,0,Whisky,Grain,,Flaska,,Skottland,Storbritannien,Gordon & Company Ltd,Granqvist Beverage House AB,1988,,47.80%,BS,Övrigt sortiment,0,0,,0,
8755101,1025639,87551,Glen Garioch,The Pearls of Scotland Cask Strength,1599.00,,700.00,2284.29,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,Gordon & Company Ltd,Granqvist Beverage House AB,1994,,62.40%,BS,Övrigt sortiment,0,0,,0,
8756501,1025643,87565,Glen Spey,The Pearls of Scotland Cask Strength,1599.00,,700.00,2284.29,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,Gordon & Company Ltd,Granqvist Beverage House AB,1991,,56.10%,BS,Övrigt sortiment,0,0,,0,
8756701,1025661,87567,Invergordon,The Pearls of Scotland Cask Strength,1699.00,,700.00,2427.14,2015/12/01,0,Whisky,Grain,,Flaska,,Skottland,Storbritannien,Gordon & Company Ltd,Granqvist Beverage House AB,1988,,51.70%,BS,Övrigt sortiment,0,0,,0,
8798201,1025665,87982,Invergordon,The Pearls of Scotland Cask Strength,1199.00,,700.00,1712.86,2015/12/01,0,Whisky,Grain,,Flaska,,Skottland,Storbritannien,Gordon & Company Ltd,Granqvist Beverage House AB,1997,,59.10%,BS,Övrigt sortiment,0,0,,0,
8711601,1025680,87116,Strathclyde,The Pearls of Scotland Cask Strength,1599.00,,700.00,2284.29,2015/12/01,0,Whisky,Grain,,Flaska,,Skottland,Storbritannien,Gordon & Company Ltd,Granqvist Beverage House AB,1988,,54.00%,BS,Övrigt sortiment,0,0,,0,
8847903,1025685,88479,Lion,Stout,35.20,,330.00,106.67,2015/12/01,0,Öl,Porter och stout,Imperial porter och stout,Flaska,,,Sri Lanka,The Lion Brewery Ceylon,World Beer Trading KB,,,8.80%,BS,Övrigt sortiment,0,0,,0,
8727101,1025688,87271,Ardmore,The Pearls of Scotland Cask Strength,1199.00,,700.00,1712.86,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,Gordon & Company Ltd,Granqvist Beverage House AB,2000,,55.80%,BS,Övrigt sortiment,0,0,,0,
8847901,1025694,88479,Lion,Stout,67.80,,625.00,108.48,2015/12/01,0,Öl,Porter och stout,Imperial porter och stout,Flaska,,,Sri Lanka,The Lion Brewery Ceylon,World Beer Trading KB,,,8.80%,BS,Övrigt sortiment,0,0,,0,
8832203,1025700,88322,Cucapá,Honey Amber Ale,39.90,,355.00,112.39,2015/12/01,0,Öl,Ale brittisk-amerikansk stil,Amber ale,Flaska,,,Mexiko,Cerveceria de Baja California,World Beer Trading KB,,,4.50%,BS,Övrigt sortiment,0,0,,0,
8872503,1025703,88725,Cucapá,Obscura,37.40,,355.00,105.35,2015/12/01,0,Öl,Ale brittisk-amerikansk stil,Brown ale,Flaska,,,Mexiko,Cerveceria de Baja California,World Beer Trading KB,,,4.80%,BS,Övrigt sortiment,0,0,,0,
8888203,1025712,88882,Ocho,Reales Ale,38.40,,330.00,116.36,2015/12/01,0,Öl,Ale brittisk-amerikansk stil,Brown ale,Flaska,,,Mexiko,Comidasy Bebidas Fermentadas,World Beer Trading KB,,,5.00%,BS,Övrigt sortiment,0,0,,0,
8697402,1025773,86974,Joseph Cartron,Cherry Brandy,229.00,,500.00,458.00,2015/12/01,0,Likör,Frukt- och bärlikör,,Flaska,,,Frankrike,Joseph Cartron,Fondberg,,,25.00%,BS,Övrigt sortiment,0,0,,0,
8863603,1025922,88636,Quilmes Bock,,37.50,,340.00,110.29,2015/12/01,0,Öl,Ljus lager,Ljus bocköl,Flaska,,,Argentina,Cerveceria Y Malteria Quilmes,World Beer Trading KB,,,6.30%,BS,Övrigt sortiment,0,0,,0,
8413006,1025925,84130,Port Ellen,Old & Rare Sherry Cask 33 Years,48921.00,,1500.00,32614.00,2015/12/01,0,Whisky,Malt,,Magnum,,Skottland,Storbritannien,Hunter Laing & Company,Clydesdale AB,1982,,58.30%,BS,Övrigt sortiment,0,0,,0,
236101,1025931,2361,Rigogolo Chianti Riserva,Nettuno,99.00,,750.00,132.00,2016/03/01,0,Rött vin,Kryddigt & Mustigt,,Flaska,Naturkork,Toscana,Italien,Nettuno,AB Wicked Wine Sweden,2014,,13.00%,FS,Ordinarie sortiment,0,0,,0,90% sangioves, 5% canaiolo och 5% cabernet sauvignon.
8849801,1025943,88498,King Cobra,,86.40,,750.00,115.20,2015/12/01,0,Öl,Ljus lager,Starkare lager,Flaska,,,Storbritannien,Molson Coors Brewing Company,World Beer Trading KB,,,7.50%,BS,Övrigt sortiment,0,0,,0,
8820803,1025952,88208,Gurkha,Premium Lager Beer,31.90,,330.00,96.67,2015/12/01,0,Öl,Ljus lager,Internationell stil,Flaska,,,Storbritannien,Gurkha Beer Trading,World Beer Trading KB,,,4.80%,BS,Övrigt sortiment,0,0,,0,
8736001,1025967,87360,Julsnaps Royal Järvsö,,433.00,,700.00,618.57,2015/12/01,0,Kryddad sprit,,,Flaska,,,Sverige,Tevsjö Destilleri Järvsö AB,Tevsjö Destilleri i Järvsö AB,,,39.00%,BS,Övrigt sortiment,0,0,,0,
8736002,1025974,87360,Julsnaps Royal Järvsö,,227.00,,350.00,648.57,2015/12/01,0,Kryddad sprit,,,Flaska,,,Sverige,Tevsjö Destilleri Järvsö AB,Tevsjö Destilleri i Järvsö AB,,,39.00%,BS,Övrigt sortiment,0,0,,0,
3101,1025981,31,East London Premium Gin,Batch No 1,429.00,,700.00,612.86,2016/03/01,0,Gin,,,Flaska,,England,Storbritannien,East London Liquor Company,Spendrups Bryggeri AB,2016,,45.00%,BS,Övrigt sortiment,0,0,,0,
8729501,1025991,87295,Tobermory,Refill Hogshead 21 Years,1488.00,,700.00,2125.71,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,Edition Spirits,Clydesdale AB,1994,,58.60%,BS,Övrigt sortiment,0,0,,0,
8729001,1026001,87290,Bunnahabhain,Refill Hogshead 25 Years,2474.00,,700.00,3534.29,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,Edition Spirits,Clydesdale AB,1989,,49.40%,BS,Övrigt sortiment,0,0,,0,
8794401,1026007,87944,Ben Nevis,Refill Hogshead 18 Years,1329.00,,700.00,1898.57,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,Edition Spirits,Clydesdale AB,1996,,46.50%,BS,Övrigt sortiment,0,0,,0,
197001,1026029,1970,Grönsöömust,,49.00,,750.00,65.33,2016/03/01,0,Alkoholfritt,Must,,Flaska,Skruvkapsyl,,Sverige,Grönsöö Säteri AB,Grönsöö Säteri AB,2015,,0.00%,TSS,Säsongsdrycker,0,0,,0,Äpplen av sorterna signe tillisch, lobo, ingrid marie, aroma, åkerö och gravenstein.
195801,1026039,1958,Maglehem n:o 4,,48.00,,630.00,76.19,2016/03/01,0,Alkoholfritt,Must,,Flaska,,,Sverige,Maglehems musteri,Maglehems Musteri AB,2015,,0.00%,TSS,Säsongsdrycker,1,0,,0,Äpplen av sorterna cox pomona, ingrid marie, cox orange, ribston samt övriga äppelsorter.
8761101,1026091,87611,Trinidad,Kill Devil Single Cask Rum 23 Years,1735.00,,700.00,2478.57,2015/12/01,0,Rom,Mörk,,Flaska,,,Trinidad,Edition Spirits,Clydesdale AB,,,46.00%,BS,Övrigt sortiment,0,0,,0,
198701,1026094,1987,Torres Santa Digna,Sauvignon Blanc,65.00,,750.00,86.67,2016/03/01,0,Alkoholfritt,Vitt,,Flaska,Skruvkapsyl,Valle Central,Chile,Miguel Torres,The Wine and Spirits Collective Sweden AB,2017,,0.50%,FSÖ,Ordinarie sortiment,0,1,Fair for Life,0,Sauvignon blanc.
8764801,1026097,87648,Carribean,Kill Devil Blended Rum,490.00,,700.00,700.00,2015/12/01,0,Rom,Mörk,,Flaska,,,Okänt ursprung,Edition Spirits,Clydesdale AB,,,40.00%,BS,Övrigt sortiment,0,0,,0,
7526701,1026107,75267,Zuccardi Q,Chardonnay,149.00,,750.00,198.67,2015/12/01,0,Vitt vin,,,Flaska,,Cuyo,Argentina,Familia Zuccardi,Fondberg,2014,,13.50%,BS,Övrigt sortiment,0,0,,0,
7545601,1026116,75456,Delas Domaine de Tourettes,Hermitage,479.00,,750.00,638.67,2015/12/01,0,Rött vin,,,Flaska,,Rhonedalen,Frankrike,Delas,Ward Wines AB,2014,,13.50%,BS,Övrigt sortiment,0,0,,0,
7514401,1026147,75144,Val d''Oca,Valdobbiadene Prosecco Superiore Brut,119.00,,750.00,158.67,2015/12/01,0,Mousserande vin,Vitt Torrt,,Flaska,,Venetien,Italien,Val d''Oca,Amka Vinimport AB,2016,,11.00%,BS,Övrigt sortiment,0,0,,0,
9061801,1026150,90618,Spioenkop,Riesling,189.00,,750.00,252.00,2016/02/19,0,Vitt vin,Friskt & Fruktigt,,Flaska,Naturkork,Western Cape,Sydafrika,Spioenkop Wines,Magnum Wine AB,2013,,12.00%,TSE,Små partier,0,0,,0,Riesling.
8601401,1026228,86014,Auchentoshan,Raw Cask 24 Years,2259.00,,700.00,3227.14,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,Blackadder,Clydesdale AB,1991,,55.80%,BS,Övrigt sortiment,0,0,,0,
8788901,1026238,87889,Ben Nevis,Raw Cask 18 Years,1488.00,,700.00,2125.71,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,Blackadder,Clydesdale AB,1996,,56.10%,BS,Övrigt sortiment,0,0,,0,
8736901,1026249,87369,Dailuaine,Raw Cask 19 Years,1389.00,,700.00,1984.29,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,Blackadder,Clydesdale AB,1996,,56.00%,BS,Övrigt sortiment,0,0,,0,
8715301,1026283,87153,The English Whisky Co,Sauternes Wine Cask 7 Years,1045.00,,700.00,1492.86,2015/12/01,0,Whisky,Malt,,Flaska,,,Storbritannien,Blackadder,Clydesdale AB,2007,,63.50%,BS,Övrigt sortiment,0,0,,0,
9923501,1026303,99235,Château Haut-Bailly,,589.00,,750.00,785.33,2016/02/05,0,Rött vin,,,Flaska,Naturkork,Bordeaux,Frankrike,,Enjoy Wine & Spirits AB,2013,,13.00%,TSE,Små partier,0,0,,0,
8788201,1026386,87882,The English Whisky Co,Moscatel Wine Cask 7 Years,1045.00,,700.00,1492.86,2015/12/01,0,Whisky,Malt,,Flaska,,,Storbritannien,Blackadder,Clydesdale AB,2007,,63.20%,BS,Övrigt sortiment,0,0,,0,
8756601,1026454,87566,Glen Moray,Raw Cask 13 Years,1154.00,,700.00,1648.57,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,Blackadder,Clydesdale AB,2001,,60.70%,BS,Övrigt sortiment,0,0,,0,
8766601,1026525,87666,Glenrothes,Raw Cask 13 Years,1133.00,,700.00,1618.57,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,Blackadder,Clydesdale AB,2002,,55.70%,BS,Övrigt sortiment,0,0,,0,
8787601,1026556,87876,Inchgower,Raw Sherry Cask 20 Years,3360.00,,700.00,4800.00,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,Blackadder,Clydesdale AB,1995,,57.60%,BS,Övrigt sortiment,0,0,,0,
8711301,1026716,87113,Springbank,Raw Cask 14 Years,3264.00,,700.00,4662.86,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,Blackadder,Clydesdale AB,2001,,57.10%,BS,Övrigt sortiment,0,0,,0,
8779201,1026719,87792,Springbank,Raw Cask 19 Years,3659.00,,700.00,5227.14,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,Blackadder,Clydesdale AB,1996,,57.70%,BS,Övrigt sortiment,0,0,,0,
8726301,1026722,87263,Inchgower,5 Years,797.00,,700.00,1138.57,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,The Riverstown Whisky Company,Clydesdale AB,2009,,60.10%,BS,Övrigt sortiment,0,0,,0,
8755201,1026725,87552,Auchroisk,6 Years,858.00,,700.00,1225.71,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,The Riverstown Whisky Company,Clydesdale AB,2009,,61.40%,BS,Övrigt sortiment,0,0,,0,
8400801,1026750,84008,Benrinnes,6 Years,818.00,,700.00,1168.57,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,The Riverstown Whisky Company,Clydesdale AB,2009,,59.00%,BS,Övrigt sortiment,0,0,,0,
7066001,1026753,70660,Jean d´Alibert,Rouge,109.00,,750.00,145.33,2015/12/01,0,Rött vin,,,Flaska,,Languedoc-Roussillon,Frankrike,Chantovent,Granqvist Beverage House AB,2014,,13.00%,BS,Övrigt sortiment,0,0,,0,
8695801,1026763,86958,Runa,Old School Yellow Gin,847.00,,700.00,1210.00,2015/12/01,0,Gin,,,Flaska,,,Sverige,Runa Vodka AB,Runa Vodka AB,,,43.00%,BS,Övrigt sortiment,1,0,,0,
8492101,1026766,84921,Blair Athol,6 Years,846.00,,700.00,1208.57,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,The Riverstown Whisky Company,Clydesdale AB,2009,,59.40%,BS,Övrigt sortiment,0,0,,0,
7156901,1026769,71569,Château Rivière,Cuvée Prestige,109.00,,750.00,145.33,2015/12/01,0,Rött vin,,,Flaska,,Languedoc-Roussillon,Frankrike,Chantovent,Granqvist Beverage House AB,2013,,13.50%,BS,Övrigt sortiment,0,0,,0,
8415501,1026782,84155,Dailuaine,5 Years,837.00,,700.00,1195.71,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,The Riverstown Whisky Company,Clydesdale AB,2009,,59.70%,BS,Övrigt sortiment,0,0,,0,
7539201,1026795,75392,Château d´Hautpoul,Grande Réserve,129.00,,750.00,172.00,2015/12/01,0,Rött vin,,,Flaska,,Languedoc-Roussillon,Frankrike,Chantovent,Granqvist Beverage House AB,2013,,13.50%,BS,Övrigt sortiment,0,0,,0,
7523001,1026804,75230,Titolo,,388.00,,750.00,517.33,2015/12/01,0,Rött vin,,,Flaska,,Basilicata,Italien,Elena Fucci,Vingourmet Sweden AB,2013,,14.00%,BS,Övrigt sortiment,0,0,,0,
7229301,1026807,72293,Macallan,The Pearls of Scottland Cask Strength 25 Years,6495.00,,700.00,9278.57,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,Gordon & Company,Granqvist Beverage House AB,1989,,46.00%,BS,Övrigt sortiment,0,0,,0,
8793701,1026810,87937,Jameson,Caskmates Stout Edition,329.00,,700.00,470.00,2015/12/01,0,Whisky,Blended,,Flaska,,,Irland,John Jameson,Pernod Ricard Sweden AB,,,40.00%,BS,Övrigt sortiment,0,0,,0,
7325501,1026824,73255,Realzin,Zinfandel,99.00,,750.00,132.00,2015/12/01,0,Rött vin,,,Flaska,,Apulien,Italien,Angelo Rocca & Figli Srl,Amka Vinimport AB,2016,,13.00%,BS,Övrigt sortiment,0,0,,0,
8410101,1026827,84101,Inchgower,5 Years,687.00,,700.00,981.43,2015/12/01,0,Whisky,Malt,,Flaska,,Skottland,Storbritannien,Aberdeen Distillers,Clydesdale AB,2009,,46.00%,BS,Övrigt sortiment,0,0,,0,
7820801,1026919,78208,For Kings,Merlot Rosé,84.00,,750.00,112.00,2015/12/01,0,Rosévin,,,Flaska,,,Grekland,Ampelou Chora,Ampelou Chora Vinimport AB,2012,,13.00%,BS,Övrigt sortiment,0,0,,0,
7912501,1026925,79125,Ecoltura,Valpolicella,109.00,,750.00,145.33,2015/12/01,0,Rött vin,Kryddigt & Mustigt,,Flaska,Naturkork,Venetien,Italien,Domaine Wines,Domaine Wines Sweden AB,2016,,13.50%,FS,Ordinarie sortiment,0,0,,0,50% corvinone, 30% rondinella och 20% corvina.
7722006,1026935,77220,Boërl & Kroff,Cuvée Sélectionnée Brut,47299.00,,1500.00,31532.67,2015/12/01,0,Mousserande vin,Vitt Torrt,,Magnum,,Champagne,Frankrike,Drappier,Apricot AB,1998,,12.50%,BS,Övrigt sortiment,0,0,,0,
4001901,1027009,40019,Old Pulteney Swedish Exclusive Single Cask,,2999.00,,700.00,4284.29,2016/02/11,0,Whisky,Malt,,Flaska,Naturkork,Skottland,Storbritannien,Inver House Distillers,Berntson Brands AB,1988,,55.90%,TSE,Små partier,0,0,,0,
7724306,1027087,77243,Boërl & Kroff,Cuvée Sélectionnée Brut Rosé,46599.00,,1500.00,31066.00,2015/12/01,0,Mousserande vin,Rosé,,Magnum,,Champagne,Frankrike,Drappier,Apricot AB,,,12.50%,BS,Övrigt sortiment,0,0,,0,
7741801,1027093,77418,B de Boërl & Kroff,Cuvée Sélectionnée Brut,2999.00,,750.00,3998.67,2015/12/01,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Drappier,Apricot AB,2005,,12.50%,BS,Övrigt sortiment,0,0,,0,
7627901,1027299,76279,Gimonnet-Gonet Tusen & en Natt,Grand Cru Brut Blanc de Blancs,325.00,,750.00,433.33,2015/12/01,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Gimonnet-Gonet,MY-Wine,,,12.00%,BS,Övrigt sortiment,0,0,,0,
7783301,1027386,77833,Comte Hugues de La Bourdonnaye,Brut Nature,458.00,,750.00,610.67,2015/12/01,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Hugues de La Bourdonnaye,Buteljholmen AB,,,12.00%,BS,Övrigt sortiment,0,0,,0,
7796601,1027419,77966,Comte Hugues de La Bourdonnaye,Blanc de Blancs Brut Nature,487.00,,750.00,649.33,2015/12/01,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Hugues de La Bourdonnaye,Buteljholmen AB,,,12.00%,BS,Övrigt sortiment,0,0,,0,
7009901,1027444,70099,Kallfelz,Sensus Riesling-Hochgewächs Trocken,135.00,,750.00,180.00,2015/12/01,0,Vitt vin,,,Flaska,,Mosel,Tyskland,WG Albert Kallfelz,Granqvist Beverage House AB,2014,,11.50%,BS,Övrigt sortiment,0,0,,0,
7087501,1027455,70875,Kallfelz,Consensus Riesling-Hochgewächs,135.00,,750.00,180.00,2015/12/01,0,Vitt vin,,,Flaska,,Mosel,Tyskland,WG Albert Kallfelz,Granqvist Beverage House AB,2014,,11.00%,BS,Övrigt sortiment,0,0,,0,
9956901,1027458,99569,Maquis,Rosé,119.00,,750.00,158.67,2016/05/06,0,Rosévin,Friskt & Bärigt,,Flaska,Skruvkapsyl,Rapel,Chile,Viña Maquis,Intermondi AB,2015,,11.50%,TSE,Små partier,0,0,,0,Malbec.
8830409,1027518,88304,Medovarus Mjöd,Kombipack,792.00,,7920.00,100.00,2015/12/01,0,Mjöd,,,24 fl à 330 ml,,,Ryssland,Medovarus,Tre Svampar Import Export,,,5.70%,BS,Övrigt sortiment,1,0,,0,
18004,10276,180,Svenska nubbar,,229.00,,500.00,458.00,1996/03/01,0,Kryddad sprit,,,10 fl à 50 ml,,,Internationellt märke,Altia,Altia Sweden AB,,,39.20%,FS,Ordinarie sortiment,0,0,,0,
7535901,1027749,75359,Les Cassagnes de la Nerthe,,159.00,,750.00,212.00,2015/12/01,0,Rött vin,,,Flaska,,Rhonedalen,Frankrike,Domaine de la Renjarde,Arvid Nordquist Vin och Sprithandel,2014,,14.00%,BS,Övrigt sortiment,1,0,,0,
7592401,1027755,75924,Schild Estate Barossa Valley,Cabernet Sauvignon,195.00,,750.00,260.00,2016/03/01,0,Rött vin,,,Flaska,,South Australia,Australien,Schild Estate Wines,Granqvist Beverage House AB,2013,,14.50%,BS,Övrigt sortiment,0,0,,0,
8879401,1027789,88794,Greenalls Berkeley Square,London Gin,499.00,,700.00,712.86,2015/12/01,0,Gin,,,Flaska,,,Storbritannien,G & J Greenall,Hermansson & Co AB,,,40.00%,BS,Övrigt sortiment,0,0,,0,
1138915,1028063,11389,Death By Coconut,Oskar Blues Brewery,46.90,1.00,355.00,132.11,2016/02/19,0,Öl,Porter och stout,,Burk,,,USA,Oskar Blues Brewery,Great Brands AB,,,6.50%,TSE,Små partier,0,0,,0,Kornmalt och humle.
7449101,1028086,74491,Barbaresco Ovello,Cantina del Pino,399.00,,750.00,532.00,2015/12/01,0,Rött vin,,,Flaska,,Piemonte,Italien,Cantina del Pino,BraVin Sverige AB,2011,,15.00%,BS,Övrigt sortiment,0,0,,0,
7418101,1028095,74181,Barbaresco Albesani,Cantina del Pino,399.00,,750.00,532.00,2015/12/01,0,Rött vin,,,Flaska,,Piemonte,Italien,Cantina del Pino,BraVin Sverige AB,2011,,15.00%,BS,Övrigt sortiment,0,0,,0,
9529101,1028171,95291,Icône,Domaine la Grange,349.00,,750.00,465.33,2016/02/19,0,Rött vin,,,Flaska,Naturkork,Languedoc-Roussillon,Frankrike,Domaine la Grange,Triplus Vinhandel AB,2013,,14.50%,TSE,Små partier,0,0,,0,Syrah och mourvèdre.
9530101,1028183,95301,Chambertin Clos de Bèze,Domaine Bruno Clair,1999.00,,750.00,2665.33,2016/02/11,0,Rött vin,,,Flaska,Naturkork,Bourgogne,Frankrike,Domaine Bruno Clair,Johan Lidby Vinhandel AB,2011,,13.00%,TSE,Små partier,0,0,,0,
9530301,1028186,95303,Bonnes Mares Grand Cru,Domaine Bruno Clair,1999.00,,750.00,2665.33,2016/02/11,0,Rött vin,,,Flaska,Naturkork,Bourgogne,Frankrike,Domaine Bruno Clair,Johan Lidby Vinhandel AB,2011,,13.00%,TSE,Små partier,0,0,,0,
8907003,1028288,89070,Evil Twin,Christmas Eve At A New York City Hotel Room,31.40,,355.00,88.45,2015/12/01,0,Öl,Porter och stout,Imperial porter och stout,Flaska,,,USA,Evil Twin Brewing,Galatea AB,,,10.00%,BS,Övrigt sortiment,0,0,,0,
8561802,1028481,85618,Braunstein,Danica Whisky Bourbon Cask,498.00,,500.00,996.00,2015/12/01,0,Whisky,Malt,,Flaska,,,Danmark,Bryghuset Braunstein,Galatea AB,,,42.00%,BS,Övrigt sortiment,0,0,,0,
7795609,1028565,77956,Cavas Avinyó Mixlåda,,996.00,,4500.00,221.33,2015/12/01,0,Mousserande vin,,,6 fl à 750 ml,,Cava,Spanien,Avinyó,Robert Rask Vinhandel,,,11.50%,BS,Övrigt sortiment,0,0,,0,
7512101,1028592,75121,Black Stallion,Los Carneros Pinot Noir,199.00,,750.00,265.33,2015/12/01,0,Rött vin,,,Flaska,,Kalifornien,USA,Black Stallion Estate Winery,Ward Wines AB,2014,,14.50%,BS,Övrigt sortiment,0,0,,0,
